id,date,month,year,average_price,total_volume,plu_4046_sold,plu_4225_sold,plu_4770_sold,total_bags,small_bags,large_bags,xlarge_bags,type,region,metropolitan_region
7,2015-11-08,November,2015,1.54,77222.36,7904.17,54952.16,127.35,14238.68,7297.5,6941.18,0,Organic,Great Lakes,Region
2,2017-12-17,December,2017,1.45,116534.02,19933.3,3375.24,0,93225.48,89571.37,3654.11,0,Organic,South Central,Region
2,2017-12-17,December,2017,1.66,222261.39,13706.54,34143.68,94.76,174316.41,155391.08,18925.33,0,Organic,North East,Region
2,2017-12-17,December,2017,1.75,126089.01,24044.07,55284.97,0,46759.97,46698.32,61.65,0,Organic,California,Region
2,2017-12-17,December,2017,1.67,57922.35,1958.11,17379.12,58.63,38520.68,27431.38,11089.3,0,Organic,Plains,Region
2,2017-12-17,December,2017,1.5,81483.62,1152.01,14184.34,95.22,66052.05,59307.33,6744.72,0,Organic,South East,Region
2,2017-12-17,December,2017,1.72,18551.6,3.54,288.78,0,18259.28,18259.28,0,0,Organic,Northern New England,Region
2,2017-12-17,December,2017,1.42,161673.33,4205.91,42009.63,1.63,114913.95,96928.45,17985.5,0,Organic,Great Lakes,Region
2,2017-12-17,December,2017,1.66,129898.85,2761.68,34831.02,640.04,91666.11,80649.5,11016.61,0,Organic,Mid South,Region
22,2016-07-24,July,2016,1.67,112800.57,5835.96,65676.84,11.15,41276.62,23564.35,17712.27,0,Organic,Great Lakes,Region
22,2016-07-24,July,2016,1.63,56114.01,4090.81,23351.98,78.91,28592.31,19205.27,9387.04,0,Organic,Plains,Region
22,2016-07-24,July,2016,1.67,68443.21,15723.85,15761.64,968.77,35988.95,33725.71,2263.24,0,Organic,South East,Region
22,2016-07-24,July,2016,1.13,5882.29,0,287.29,0,5595,5589.25,5.75,0,Organic,Northern New England,Region
22,2016-07-24,July,2016,1.75,103128.79,3832.04,54656.68,5019.61,39620.46,32405.39,7215.07,0,Organic,Mid South,Region
22,2016-07-24,July,2016,1.56,185039.68,22033.28,82329.89,26.42,80650.09,70510.95,10139.14,0,Organic,California,Region
22,2016-07-24,July,2016,1.89,88923.85,5082.1,26745.37,2320.66,54775.72,51249.16,3526.56,0,Organic,North East,Region
22,2016-07-24,July,2016,1.21,136429.31,53040.76,6134.35,0,77254.2,65513.34,11740.86,0,Organic,South Central,Region
43,2015-03-01,March,2015,1.61,62339.44,9303.87,29547.34,4471.19,19017.04,16977.16,2039.88,0,Organic,Mid South,Region
43,2015-03-01,March,2015,1.46,47299.44,9547.92,20649.03,728.08,16374.41,12383.33,3991.08,0,Organic,South East,Region
43,2015-03-01,March,2015,1.85,56799.83,5884.52,17398.87,26.54,33489.9,33457.94,31.96,0,Organic,North East,Region
43,2015-03-01,March,2015,1.82,6940.73,5.63,870.75,0,6064.35,6064.35,0,0,Organic,Northern New England,Region
43,2015-03-01,March,2015,1.15,250298.58,178033.64,59786.79,0,12478.15,12478.15,0,0,Organic,California,Region
43,2015-03-01,March,2015,1.69,61260.09,3154.34,43284.57,0,14821.18,13128.9,1692.28,0,Organic,Great Lakes,Region
43,2015-03-01,March,2015,1.34,80536.06,40561.64,5847.24,0,34127.18,34003.33,123.85,0,Organic,South Central,Region
43,2015-03-01,March,2015,1.7,36993.47,5052.36,17469.75,18.33,14453.03,13506.71,946.32,0,Organic,Plains,Region
38,2017-04-09,April,2017,1.34,85742.82,9260.67,17981.54,412.84,58087.77,11973.99,46113.78,0,Organic,South East,Region
38,2017-04-09,April,2017,1.5,137962.99,3866.01,54710.71,2285.58,77100.69,34323.06,42777.63,0,Organic,Mid South,Region
38,2017-04-09,April,2017,1.06,173816.89,43305.45,9697.83,0,120813.61,93379.58,27434.03,0,Organic,South Central,Region
38,2017-04-09,April,2017,1.75,12052.63,90.05,237.99,0,11724.59,11724.59,0,0,Organic,Northern New England,Region
38,2017-04-09,April,2017,1.36,201552.43,4791.02,90048.62,0,106712.79,28412.98,78299.81,0,Organic,Great Lakes,Region
38,2017-04-09,April,2017,1.63,186112.1,30319.27,66541.46,7.86,89243.51,82024.66,7218.85,0,Organic,California,Region
38,2017-04-09,April,2017,1.56,82376.37,5699.93,20029.5,5924.48,50722.46,20695.25,30027.21,0,Organic,Plains,Region
38,2017-04-09,April,2017,2.12,171036.27,14746.97,48734.61,165.24,107389.45,96848.27,10541.18,0,Organic,North East,Region
6,2015-11-15,November,2015,1.7,45159.24,2855.1,27350.5,2840.16,12113.48,10565.6,1547.88,0,Organic,Mid South,Region
6,2015-11-15,November,2015,1.54,72434.15,7998.72,54649.47,12.57,9773.39,4987.47,4785.92,0,Organic,Great Lakes,Region
6,2015-11-15,November,2015,1.5,57245.86,25332.33,4491.84,2.84,27418.85,27000.42,418.43,0,Organic,South Central,Region
6,2015-11-15,November,2015,1.57,9930.12,8.3,187.41,0,9734.41,9731.08,3.33,0,Organic,Northern New England,Region
6,2015-11-15,November,2015,1.59,97265.23,16244.94,59089.47,0,21930.82,21274.01,656.81,0,Organic,California,Region
6,2015-11-15,November,2015,1.68,30958.65,4190.97,14235.26,26.27,12506.15,7356.62,5149.53,0,Organic,Plains,Region
6,2015-11-15,November,2015,1.58,52680.94,4800.47,15407.35,54.61,32418.51,30557.72,1860.79,0,Organic,North East,Region
6,2015-11-15,November,2015,1.75,30790.79,11283.31,5218.44,591.33,13697.71,13393.92,303.79,0,Organic,South East,Region
1,2017-12-24,December,2017,1.76,25227.4,0,463.23,0,24764.17,24764.17,0,0,Organic,Northern New England,Region
1,2017-12-24,December,2017,1.73,53663.33,2437.98,17137.62,29.27,34058.46,22547.68,11499.94,10.84,Organic,Plains,Region
1,2017-12-24,December,2017,1.82,138506.44,25276.34,58176.83,0,55053.27,54984.78,68.49,0,Organic,California,Region
1,2017-12-24,December,2017,1.57,90080.71,1409.87,16980.39,96.76,71593.69,63498.43,8095.26,0,Organic,South East,Region
1,2017-12-24,December,2017,1.47,126306.81,22484.56,3829,0,99993.25,97351.92,2641.33,0,Organic,South Central,Region
1,2017-12-24,December,2017,1.67,131240.16,2543.96,33564.26,712.1,94419.84,86520.12,7899.72,0,Organic,Mid South,Region
1,2017-12-24,December,2017,1.67,237711.39,14885.87,33389.98,221.35,189214.19,186448.83,2765.36,0,Organic,North East,Region
1,2017-12-24,December,2017,1.5,170025.26,3530.25,45287.61,0,121004.11,98594.58,22409.53,0,Organic,Great Lakes,Region
21,2016-07-31,July,2016,1.1,4845.69,0,214.28,0,4631.41,4631.41,0,0,Organic,Northern New England,Region
21,2016-07-31,July,2016,1.87,73835.93,5541.31,26016.6,1541.33,40736.69,40157.15,579.54,0,Organic,North East,Region
21,2016-07-31,July,2016,1.62,67427.23,13672.33,15899.54,1036.72,36818.64,29716.26,7102.38,0,Organic,South East,Region
21,2016-07-31,July,2016,1.66,116608.12,5611.64,67958.96,25.44,43012.08,20164.41,22847.67,0,Organic,Great Lakes,Region
21,2016-07-31,July,2016,1.72,53685.87,4040.29,21221.96,2115.7,26307.92,16898.32,9409.6,0,Organic,Plains,Region
21,2016-07-31,July,2016,1.22,142770.97,51129.16,5389.19,0,86252.62,72360.02,13892.6,0,Organic,South Central,Region
21,2016-07-31,July,2016,1.56,188494.23,21895.14,83894.93,12.45,82691.71,78991.53,3700.18,0,Organic,California,Region
21,2016-07-31,July,2016,1.56,113650.17,4140.74,54282.79,4197.48,51029.16,32863.37,18165.79,0,Organic,Mid South,Region
42,2015-03-08,March,2015,1.48,108346.9,75016.11,21619.82,0,11710.97,11710.97,0,0,Organic,California,Region
42,2015-03-08,March,2015,1.87,6756.78,32.68,809.1,0,5915,5915,0,0,Organic,Northern New England,Region
42,2015-03-08,March,2015,1.44,56752.92,28363.69,5523.96,0,22865.27,22753.34,111.93,0,Organic,South Central,Region
42,2015-03-08,March,2015,1.6,74152.81,3590.18,46265.47,10.54,24286.62,20700.55,3586.07,0,Organic,Great Lakes,Region
42,2015-03-08,March,2015,1.79,60655.7,3991.62,17082.17,38.58,39543.33,39361.95,181.38,0,Organic,North East,Region
42,2015-03-08,March,2015,1.68,33434.23,3482.6,12593.96,13.73,17343.94,15943.23,1400.71,0,Organic,Plains,Region
42,2015-03-08,March,2015,1.62,73251.74,8451.96,27277.29,4616.93,32905.56,31682.71,1222.85,0,Organic,Mid South,Region
42,2015-03-08,March,2015,1.47,46965.06,10517.69,19351.28,802.4,16293.69,12209.65,4084.04,0,Organic,South East,Region
37,2017-04-16,April,2017,1.59,85609.54,5166.93,24157.5,1783.22,54501.89,29033.98,25467.91,0,Organic,Plains,Region
37,2017-04-16,April,2017,1.67,194263.4,28602.39,68759.01,7.85,96894.15,87693.86,9200.29,0,Organic,California,Region
37,2017-04-16,April,2017,1.78,60348.45,10404.69,19431.24,358.76,30153.76,9641.86,20511.9,0,Organic,South East,Region
37,2017-04-16,April,2017,1.82,15495.62,87.32,240.12,0,15168.18,15168.18,0,0,Organic,Northern New England,Region
37,2017-04-16,April,2017,1.36,221705.72,4259.78,103729.98,3.32,113712.64,35865.04,77847.6,0,Organic,Great Lakes,Region
37,2017-04-16,April,2017,1.68,132011.04,4340.81,57599.11,2526.06,67545.06,39490.55,28054.51,0,Organic,Mid South,Region
37,2017-04-16,April,2017,1.04,204871.52,41474.4,7200.29,12.02,156184.81,145920.93,10263.88,0,Organic,South Central,Region
37,2017-04-16,April,2017,1.91,265298.41,35022.89,105350.43,204.47,124720.62,112364.58,12356.04,0,Organic,North East,Region
5,2015-11-22,November,2015,1.66,9580.4,15.45,78.44,0,9486.51,9486.51,0,0,Organic,Northern New England,Region
5,2015-11-22,November,2015,1.6,89062.36,14803.41,51282.8,0,22976.15,22516.44,459.71,0,Organic,California,Region
5,2015-11-22,November,2015,1.66,46456.92,2136.26,30845.18,2730.31,10745.17,7911.72,2833.45,0,Organic,Mid South,Region
5,2015-11-22,November,2015,1.81,23612,9892.99,6161.04,574.58,6983.39,6649.37,334.02,0,Organic,South East,Region
5,2015-11-22,November,2015,1.53,49426.32,22587.08,3632,0,23207.24,23045.62,161.62,0,Organic,South Central,Region
5,2015-11-22,November,2015,1.57,67773.07,8031.45,52934.16,0,6807.46,3107.27,3700.19,0,Organic,Great Lakes,Region
5,2015-11-22,November,2015,1.63,55389.85,4842.73,14368.7,217.07,35961.35,28099.9,7861.45,0,Organic,North East,Region
5,2015-11-22,November,2015,1.69,28577.15,4477.93,13302.64,40.44,10756.14,5955.98,4800.16,0,Organic,Plains,Region
0,2017-12-31,December,2017,1.29,202521.83,4187.69,34761.26,0,163456.23,140923.52,22532.71,0,Organic,Great Lakes,Region
0,2017-12-31,December,2017,1.76,20129.5,0,200.68,0,19928.82,19925.49,3.33,0,Organic,Northern New England,Region
0,2017-12-31,December,2017,1.66,229313.64,11281.04,33549.86,122.83,184359.91,170878.67,13481.24,0,Organic,North East,Region
0,2017-12-31,December,2017,1.71,160039.02,46373.36,55040.01,0,58625.65,58526.97,98.68,0,Organic,California,Region
0,2017-12-31,December,2017,1.41,115959.77,25221.46,3103.46,0,87634.85,82290.07,5344.78,0,Organic,South Central,Region
0,2017-12-31,December,2017,1.6,152399.77,2528.46,37771.11,861.76,111238.44,102542.42,8696.02,0,Organic,Mid South,Region
0,2017-12-31,December,2017,1.4,92000.75,1052.21,15703.49,169.38,75075.67,69576.29,5499.38,0,Organic,South East,Region
0,2017-12-31,December,2017,1.63,62228.22,3018.47,15029.08,38.91,44141.76,32311.88,11829.88,0,Organic,Plains,Region
20,2016-08-07,August,2016,1.81,52811.38,5184.94,21425.91,2732.05,23468.48,14422.61,9045.87,0,Organic,Plains,Region
20,2016-08-07,August,2016,1.49,134739.2,3361.9,61854.47,5109.87,64412.96,33686.14,30726.82,0,Organic,Mid South,Region
20,2016-08-07,August,2016,1.57,126449.62,6209.59,65472.42,6.36,54761.25,14322.22,40439.03,0,Organic,Great Lakes,Region
20,2016-08-07,August,2016,1.28,5685.2,1.28,245.36,0,5438.56,5438.56,0,0,Organic,Northern New England,Region
20,2016-08-07,August,2016,1.39,84966.16,13026.73,17547.61,1150.44,53241.38,27465.39,25775.99,0,Organic,South East,Region
20,2016-08-07,August,2016,1.88,87942.88,6862.76,28661.46,1614,50804.66,50509,295.66,0,Organic,North East,Region
20,2016-08-07,August,2016,1.26,138004.86,44893.49,5386.67,0,87724.7,52854.44,34870.26,0,Organic,South Central,Region
20,2016-08-07,August,2016,1.48,210038.55,22201.7,79011.43,0,108825.42,81490.29,27335.13,0,Organic,California,Region
41,2015-03-15,March,2015,1.38,66049.13,38409.71,6529.22,0,21110.2,20733.33,376.87,0,Organic,South Central,Region
41,2015-03-15,March,2015,1.9,5599.89,7.89,687.58,0,4904.42,4904.42,0,0,Organic,Northern New England,Region
41,2015-03-15,March,2015,1.65,58939.14,8401.12,28424.2,4385.54,17728.28,16137.24,1591.04,0,Organic,Mid South,Region
41,2015-03-15,March,2015,1.48,44030.34,11716.79,17032.1,804.88,14476.57,9653.34,4823.23,0,Organic,South East,Region
41,2015-03-15,March,2015,1.52,94419.17,65441.32,21855.14,0,7122.71,7122.71,0,0,Organic,California,Region
41,2015-03-15,March,2015,1.67,36469.37,4427.92,14399.17,22.87,17619.41,15944.5,1674.91,0,Organic,Plains,Region
41,2015-03-15,March,2015,1.55,65534.87,3884.91,47489.47,0,14160.49,8669.15,5491.34,0,Organic,Great Lakes,Region
41,2015-03-15,March,2015,1.83,43012.32,2925,16559.95,26.02,23501.35,23398.38,102.97,0,Organic,North East,Region
36,2017-04-23,April,2017,1.67,70584.97,4057.02,23962.95,307.19,42257.81,26018.54,16239.27,0,Organic,Plains,Region
36,2017-04-23,April,2017,2.03,107165.19,3840.93,50473.85,1386.8,51463.61,36180.97,15282.64,0,Organic,Mid South,Region
36,2017-04-23,April,2017,1.87,58969.91,17692.58,18109.96,279.38,22887.99,14573.23,8314.76,0,Organic,South East,Region
36,2017-04-23,April,2017,1.71,134773.11,3619.94,81050.43,9.87,50092.87,35704.48,14388.39,0,Organic,Great Lakes,Region
36,2017-04-23,April,2017,1.19,144414.88,40490.03,7341.55,9,96574.3,59848.8,36725.5,0,Organic,South Central,Region
36,2017-04-23,April,2017,1.6,197179.76,28028.44,69003.58,4.7,100143.04,86815.31,13327.73,0,Organic,California,Region
36,2017-04-23,April,2017,2.09,180814.14,11464.72,46927.45,879.96,121542.01,109123.48,12418.53,0,Organic,North East,Region
36,2017-04-23,April,2017,1.68,13175,103.25,164.43,0,12907.32,12907.32,0,0,Organic,Northern New England,Region
4,2015-11-29,November,2015,1.63,24450.39,7633.55,5929.83,556.13,10330.88,7563.48,2767.4,0,Organic,South East,Region
4,2015-11-29,November,2015,1.82,23344.7,3959.16,12315.78,28.42,7041.34,4404.5,2636.84,0,Organic,Plains,Region
4,2015-11-29,November,2015,1.61,59169.17,6464.54,46706.82,0,5997.81,3485.76,2512.05,0,Organic,Great Lakes,Region
4,2015-11-29,November,2015,1.75,83415.54,13195.19,48229.29,0,21991.06,21671.7,319.36,0,Organic,California,Region
4,2015-11-29,November,2015,1.59,48901.36,2430.46,9533.76,710.99,36226.15,24764.03,11462.12,0,Organic,North East,Region
4,2015-11-29,November,2015,1.63,8205.88,4.77,89.4,0,8111.71,8108.38,3.33,0,Organic,Northern New England,Region
4,2015-11-29,November,2015,1.47,48739.53,21480.33,3491.54,0,23767.66,21567.32,2200.34,0,Organic,South Central,Region
4,2015-11-29,November,2015,1.5,45599.48,1884.17,24809.12,2351.45,16554.74,6478.55,10076.19,0,Organic,Mid South,Region
11,2018-01-07,January,2018,1.95,156341.57,42992.91,56007.79,0,57340.87,57271.15,69.72,0,Organic,California,Region
11,2018-01-07,January,2018,1.75,26188.31,0,551.1,0,25637.21,25633.88,3.33,0,Organic,Northern New England,Region
11,2018-01-07,January,2018,1.41,126323.33,25296.77,3848.62,3,97174.94,90151.57,7023.37,0,Organic,South Central,Region
11,2018-01-07,January,2018,1.4,103034.09,1359.47,16209.36,194.07,85271.19,78886.47,6384.72,0,Organic,South East,Region
11,2018-01-07,January,2018,1.72,61712.85,2216.22,18281.23,17.08,41198.32,30082.97,11112.64,2.71,Organic,Plains,Region
11,2018-01-07,January,2018,1.22,283583.37,3107.8,47355.55,861.38,232258.64,223671.12,8587.52,0,Organic,Mid South,Region
11,2018-01-07,January,2018,1.75,264448.77,11605.47,35898.69,55.76,216888.85,205469.1,11419.75,0,Organic,North East,Region
11,2018-01-07,January,2018,1.4,224698.1,8227.83,55921.31,0,160398.29,126158.83,34239.46,0,Organic,Great Lakes,Region
19,2016-08-14,August,2016,1.4,8519.17,1.28,310.54,0,8207.35,8207.35,0,0,Organic,Northern New England,Region
19,2016-08-14,August,2016,0.98,278711.99,76071.17,5041.32,0,197599.5,189805.15,7794.35,0,Organic,South Central,Region
19,2016-08-14,August,2016,1.82,53866.63,5829.03,22762.76,4411.5,20863.34,10714.01,10149.33,0,Organic,Plains,Region
19,2016-08-14,August,2016,1.67,116220.19,6686.26,68598.93,6.35,40928.65,14160.18,26768.47,0,Organic,Great Lakes,Region
19,2016-08-14,August,2016,1.62,112079.18,5109.11,54891.79,3514.77,48563.51,32201.94,16361.57,0,Organic,Mid South,Region
19,2016-08-14,August,2016,1.47,208956.81,28111.21,84313.38,35.82,96496.4,88974.66,7521.74,0,Organic,California,Region
19,2016-08-14,August,2016,1.85,76276.8,7745.48,27894.37,1324.71,39312.24,38367.69,944.55,0,Organic,North East,Region
19,2016-08-14,August,2016,1.63,70790.98,13080.44,14578.13,820.66,42311.75,34013.16,8298.59,0,Organic,South East,Region
40,2015-03-22,March,2015,1.63,56818.47,3057.74,51274.78,0,2485.95,1992.35,493.6,0,Organic,Great Lakes,Region
40,2015-03-22,March,2015,1.88,8083.91,10.14,977.2,0,7096.57,7096.57,0,0,Organic,Northern New England,Region
40,2015-03-22,March,2015,1.53,57978.41,13957.53,29037.44,4426.59,10556.85,7426.95,3129.9,0,Organic,Mid South,Region
40,2015-03-22,March,2015,1.37,71375.61,39985.64,7287.16,0,24102.81,23953.34,149.47,0,Organic,South Central,Region
40,2015-03-22,March,2015,1.73,33825.57,12359.73,9572.05,746.1,11147.69,10338.9,808.79,0,Organic,South East,Region
40,2015-03-22,March,2015,1.3,112284.57,64969.37,40012.49,0,7302.71,7302.71,0,0,Organic,California,Region
40,2015-03-22,March,2015,1.8,34244.34,3811.27,19130.46,22.89,11279.72,10549.2,730.52,0,Organic,Plains,Region
40,2015-03-22,March,2015,1.92,44128.54,4956.8,20884.49,28.16,18259.09,18247.64,11.45,0,Organic,North East,Region
35,2017-04-30,April,2017,1.96,117715.93,4131.4,51699.07,1538.54,60346.92,36527.33,23819.59,0,Organic,Mid South,Region
35,2017-04-30,April,2017,1.62,14208.82,97.08,229.93,0,13881.81,13881.81,0,0,Organic,Northern New England,Region
35,2017-04-30,April,2017,1.9,54311.43,11330.87,18748.52,161.45,24070.59,9721.62,14348.97,0,Organic,South East,Region
35,2017-04-30,April,2017,1.84,142607.19,3777.12,84783.68,0,54046.39,23231.28,30815.11,0,Organic,Great Lakes,Region
35,2017-04-30,April,2017,1.8,69732.89,2391.99,29776.85,1470.12,36093.93,19268.73,16825.2,0,Organic,Plains,Region
35,2017-04-30,April,2017,1.31,126586.54,41198.05,8563.75,0,76824.74,59357.39,17467.35,0,Organic,South Central,Region
35,2017-04-30,April,2017,1.61,199903.62,29040.03,67606.93,7.79,103248.87,99212.47,4036.4,0,Organic,California,Region
35,2017-04-30,April,2017,1.91,278038.48,45273.02,109485.34,1714.65,121565.47,116115.13,5450.34,0,Organic,North East,Region
3,2015-12-06,December,2015,1.92,21986.87,2915.26,13652.88,368.09,5050.64,3518.24,1532.4,0,Organic,Plains,Region
3,2015-12-06,December,2015,1.49,52066.09,22080.38,4496.4,0,25489.31,25094.13,395.18,0,Organic,South Central,Region
3,2015-12-06,December,2015,1.6,71502.74,7269.3,53935.3,3.12,10295.02,5915.04,4379.98,0,Organic,Great Lakes,Region
3,2015-12-06,December,2015,1.66,26746.71,10128.33,5808.76,431.28,10378.34,8091.5,2286.84,0,Organic,South East,Region
3,2015-12-06,December,2015,1.59,43426.6,1765.38,24285.58,2239.72,15135.92,7305.22,7830.7,0,Organic,Mid South,Region
3,2015-12-06,December,2015,1.61,9278.66,11.96,78.95,0,9187.75,9184.42,3.33,0,Organic,Northern New England,Region
3,2015-12-06,December,2015,1.53,67245.25,5884.58,13280.16,961.1,47119.41,29475.97,17643.44,0,Organic,North East,Region
3,2015-12-06,December,2015,1.48,91211.53,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0,Organic,California,Region
10,2018-01-14,January,2018,1.42,106345.74,1053.73,16596.47,158.66,88536.88,78949.63,9587.25,0,Organic,South East,Region
10,2018-01-14,January,2018,1.61,216681.04,52253.4,95353.95,0,69073.69,69054.51,19.18,0,Organic,California,Region
10,2018-01-14,January,2018,1.73,63884.71,4071.65,16536.4,2.44,43274.22,29216.82,14057.4,0,Organic,Plains,Region
10,2018-01-14,January,2018,1.48,218369.75,2747.68,51221.04,926.79,163474.24,152552.08,10922.16,0,Organic,Mid South,Region
10,2018-01-14,January,2018,1.67,272690.13,14282.25,33534.86,58.59,224814.43,206708.26,18106.17,0,Organic,North East,Region
10,2018-01-14,January,2018,1.46,22637.04,6,211.84,0,22419.2,22419.2,0,0,Organic,Northern New England,Region
10,2018-01-14,January,2018,1.45,243959.31,5573.56,58518.98,0,179739.93,130909.33,48830.6,0,Organic,Great Lakes,Region
10,2018-01-14,January,2018,1.5,146720.73,31829.24,4472.99,0,110418.5,102266.31,8152.19,0,Organic,South Central,Region
18,2016-08-21,August,2016,1.53,176650.09,28268.87,67090.59,3.11,81287.52,80495.19,792.33,0,Organic,California,Region
18,2016-08-21,August,2016,1.65,119045.99,6118.03,69626.28,41.27,43260.41,18251.44,25008.97,0,Organic,Great Lakes,Region
18,2016-08-21,August,2016,1.8,51545.86,7264.64,21638.51,525.6,22117.11,12589.18,9527.93,0,Organic,Plains,Region
18,2016-08-21,August,2016,1.75,106119.98,7701.71,29626.17,1174.63,67617.47,66877.32,740.15,0,Organic,North East,Region
18,2016-08-21,August,2016,1.65,122874.61,5502.21,51927.71,3270.04,62174.65,46959.29,15215.36,0,Organic,Mid South,Region
18,2016-08-21,August,2016,0.97,247621.32,67192.31,4365.3,0,176063.71,170028.41,6035.3,0,Organic,South Central,Region
18,2016-08-21,August,2016,1.43,11826.44,2.54,240.06,0,11583.84,11583.84,0,0,Organic,Northern New England,Region
18,2016-08-21,August,2016,1.65,64499.62,11946.01,13428.48,712.1,38413.03,32410.75,6002.28,0,Organic,South East,Region
39,2015-03-29,March,2015,1.53,111423.89,56829.47,44390.86,0,10203.56,10203.56,0,0,Organic,California,Region
39,2015-03-29,March,2015,1.95,46496.41,5533.31,16533.45,90.99,24338.66,24298.66,40,0,Organic,North East,Region
39,2015-03-29,March,2015,1.65,64688.75,10530.83,30083.37,4781.66,19292.89,17345.15,1947.74,0,Organic,Mid South,Region
39,2015-03-29,March,2015,1.85,34062.08,3489.99,17818.18,20.63,12733.28,12479.89,253.39,0,Organic,Plains,Region
39,2015-03-29,March,2015,1.42,60007.19,28872.83,5897.44,0,25236.92,25143.34,93.58,0,Organic,South Central,Region
39,2015-03-29,March,2015,1.84,29745.23,14076.38,7149.66,865.07,7654.12,7384.28,269.84,0,Organic,South East,Region
39,2015-03-29,March,2015,1.9,6433.37,24.76,569.59,0,5839.02,5839.02,0,0,Organic,Northern New England,Region
39,2015-03-29,March,2015,1.62,64282.45,2606.14,51107.34,0,10568.97,9963.32,605.65,0,Organic,Great Lakes,Region
34,2017-05-07,May,2017,1.58,69763.54,6765.64,19700.9,180.72,43116.28,12489.88,30626.4,0,Organic,South East,Region
34,2017-05-07,May,2017,1.58,68236.34,2467.03,20644.8,375.91,44748.6,23886,20862.6,0,Organic,Plains,Region
34,2017-05-07,May,2017,1.34,138588.03,30711.6,11489.92,0,96386.51,87975.05,8411.46,0,Organic,South Central,Region
34,2017-05-07,May,2017,1.57,13580.31,29.67,398.54,0,13152.1,13152.1,0,0,Organic,Northern New England,Region
34,2017-05-07,May,2017,2.16,205224.24,12708.77,53525.73,1500.31,137489.43,121185.9,16303.53,0,Organic,North East,Region
34,2017-05-07,May,2017,1.96,111062.12,2964.11,48570.73,1704.61,57822.67,35661.6,22161.07,0,Organic,Mid South,Region
34,2017-05-07,May,2017,1.59,211442.68,27955.44,80576.31,1.61,102909.32,102120.45,788.87,0,Organic,California,Region
34,2017-05-07,May,2017,1.74,146983.33,3712.17,80827.19,1.64,62442.33,21373.63,41068.7,0,Organic,Great Lakes,Region
2,2015-12-13,December,2015,1.74,24743.66,9360.81,5604,383.91,9394.94,8680.07,714.87,0,Organic,South East,Region
2,2015-12-13,December,2015,1.8,76466.85,3310.22,12755.23,7637.49,52763.91,37344.72,15419.19,0,Organic,North East,Region
2,2015-12-13,December,2015,1.39,98605.4,13609.24,46518.56,3.05,38474.55,24359.79,14114.76,0,Organic,California,Region
2,2015-12-13,December,2015,1.53,65341.66,7762.24,46066.59,0,11512.83,4150.64,7362.19,0,Organic,Great Lakes,Region
2,2015-12-13,December,2015,1.68,46565.74,2651.64,24678,1960.98,17275.12,10126.62,7148.5,0,Organic,Mid South,Region
2,2015-12-13,December,2015,1.62,8029.92,9.61,134.51,0,7885.8,7885.8,0,0,Organic,Northern New England,Region
2,2015-12-13,December,2015,1.43,59392.62,22665.44,4692.95,0,32034.23,31725.74,308.49,0,Organic,South Central,Region
2,2015-12-13,December,2015,1.82,24664.21,3395.15,13189.18,1592.19,6487.69,4488.01,1999.68,0,Organic,Plains,Region
9,2018-01-21,January,2018,1.68,152056.12,3204.14,44350.14,763.49,103738.35,84681.87,19056.48,0,Organic,Mid South,Region
9,2018-01-21,January,2018,1.69,181974.98,34411.37,64513.67,0,83049.94,83022.84,27.1,0,Organic,California,Region
9,2018-01-21,January,2018,1.59,22101.1,4,664.79,0,21432.31,21432.31,0,0,Organic,Northern New England,Region
9,2018-01-21,January,2018,1.44,138349.93,22596.66,3200.09,0,112553.18,105354.48,7198.7,0,Organic,South Central,Region
9,2018-01-21,January,2018,1.75,215742.94,11683.16,26922.85,162.73,176974.2,167900.81,9073.39,0,Organic,North East,Region
9,2018-01-21,January,2018,1.48,105688.73,1379.6,16329.87,114.48,87864.78,71192.79,16671.99,0,Organic,South East,Region
9,2018-01-21,January,2018,1.69,65835.39,3266.67,17088.92,9.85,45469.95,32422.77,13047.18,0,Organic,Plains,Region
9,2018-01-21,January,2018,1.41,235021.5,5114.24,53205.28,0,176491.02,89986.79,86504.23,0,Organic,Great Lakes,Region
17,2016-08-28,August,2016,1.51,8866.2,1.25,235.2,0,8629.75,8629.75,0,0,Organic,Northern New England,Region
17,2016-08-28,August,2016,1.29,151771.49,7010.98,66489.42,9.54,78261.55,11614.2,66647.35,0,Organic,Great Lakes,Region
17,2016-08-28,August,2016,1.84,71636.65,4850.25,24189.84,1136.25,41460.31,41025.5,434.81,0,Organic,North East,Region
17,2016-08-28,August,2016,1.51,121291.96,3600.52,49796.26,2525.75,65369.43,36632.95,28736.48,0,Organic,Mid South,Region
17,2016-08-28,August,2016,1.67,54112.35,5905.64,22226.82,309.42,25670.47,9529.41,16141.06,0,Organic,Plains,Region
17,2016-08-28,August,2016,1.63,175422.72,20282.39,79271.95,9.33,75859.05,74991.99,867.06,0,Organic,California,Region
17,2016-08-28,August,2016,1.41,68341.93,8134.62,14259.48,625.61,45322.22,27669.13,17653.09,0,Organic,South East,Region
17,2016-08-28,August,2016,1.04,180003.45,48259.41,4469.44,8.79,127265.81,120903.43,6362.38,0,Organic,South Central,Region
38,2015-04-05,April,2015,1.51,81495.39,2559.69,60473.81,0,18461.89,9256.24,9205.65,0,Organic,Great Lakes,Region
